# Desplazamientos de nodos
# node,x,y,z,ux,uy,uz,u_total
813,3.018708,3.663744,-0.784467,4.150300e-03,5.089010e-03,-1.312501e-01,1.314142e-01
814,3.949679,3.483895,-1.796585,7.441605e-03,6.761003e-03,-1.253085e-01,1.257112e-01
815,4.222756,2.935579,-1.573579,7.890679e-03,5.420057e-03,-1.268674e-01,1.272280e-01
816,1.957793,3.284652,-2.246242,3.437974e-03,6.741554e-03,-1.241442e-01,1.243746e-01
817,3.055665,2.566925,-2.672236,5.406723e-03,4.481955e-03,-1.197208e-01,1.199266e-01
818,4.199549,4.179793,-2.253418,7.783399e-03,7.900893e-03,-1.219884e-01,1.224915e-01
819,4.206242,3.236755,-2.175879,8.242527e-03,6.017705e-03,-1.226577e-01,1.230816e-01
820,3.287990,4.241872,-1.796814,6.001990e-03,8.089601e-03,-1.249686e-01,1.253740e-01
821,3.766398,4.275901,-1.536207,6.665773e-03,7.217023e-03,-1.255672e-01,1.259509e-01
822,3.603830,4.182647,-0.410094,3.685967e-03,4.023893e-03,-1.294861e-01,1.296010e-01
823,3.278114,2.047063,-1.128702,6.442764e-03,3.582827e-03,-1.336897e-01,1.338928e-01
824,3.537247,1.826475,-1.596849,7.584172e-03,3.177340e-03,-1.296149e-01,1.298755e-01
825,3.414676,2.266002,-1.959905,7.141749e-03,4.176226e-03,-1.264340e-01,1.267044e-01
826,3.827593,3.864716,-2.185803,6.968540e-03,7.307183e-03,-1.224810e-01,1.228965e-01
827,3.230651,3.738773,-2.696074,5.416395e-03,6.573928e-03,-1.182089e-01,1.185153e-01
828,2.225328,3.661083,-2.630248,3.720542e-03,6.827320e-03,-1.196851e-01,1.199374e-01
829,2.550996,3.564551,-1.786841,4.625604e-03,7.277297e-03,-1.269042e-01,1.271969e-01
830,3.602174,2.575497,-0.955238,5.960655e-03,4.011531e-03,-1.320080e-01,1.322034e-01
831,4.212774,3.694240,-2.722519,7.369523e-03,6.277850e-03,-1.176252e-01,1.180229e-01
832,3.189062,2.802885,-0.408408,3.726627e-03,3.320358e-03,-1.346085e-01,1.347010e-01
833,1.698184,4.180675,-0.413654,2.168704e-03,4.237550e-03,-1.318404e-01,1.319263e-01
834,2.732586,4.335457,-2.800962,4.417789e-03,7.622908e-03,-1.174607e-01,1.177906e-01
835,3.268532,4.341689,-2.860848,5.208388e-03,7.306601e-03,-1.165161e-01,1.168611e-01
836,2.373223,0.564440,-2.388116,4.704326e-03,8.991568e-04,-1.245255e-01,1.246176e-01
837,4.324555,4.377041,-2.240998,8.039030e-03,8.292180e-03,-1.218693e-01,1.224153e-01
838,4.327862,3.038670,-2.794460,7.492826e-03,5.067775e-03,-1.173779e-01,1.177259e-01
839,4.196627,1.713365,-2.671153,7.868657e-03,2.892187e-03,-1.194603e-01,1.197541e-01
840,3.476627,4.320921,-0.159967,3.048396e-03,3.213686e-03,-1.295176e-01,1.295933e-01
841,4.355353,4.142115,-2.041472,7.915342e-03,7.650469e-03,-1.234682e-01,1.239579e-01
842,0.778003,2.540519,-0.739537,4.981786e-04,4.553096e-03,-1.393600e-01,1.394352e-01
843,4.243247,2.536042,-0.248967,3.753869e-03,2.745790e-03,-1.316880e-01,1.317701e-01
844,2.192903,4.165318,-2.741401,3.564573e-03,7.510287e-03,-1.183265e-01,1.186182e-01
845,4.285336,4.077165,-2.797489,7.181121e-03,6.868424e-03,-1.168145e-01,1.172364e-01
846,4.393180,3.652995,-1.730666,7.596154e-03,7.120322e-03,-1.248767e-01,1.253100e-01
847,3.947975,4.258140,-0.211659,3.294844e-03,3.394385e-03,-1.286171e-01,1.287041e-01
848,4.270762,3.979865,-0.265652,3.559536e-03,3.518458e-03,-1.284790e-01,1.285764e-01
849,4.270833,3.616858,-0.207920,3.410412e-03,3.210401e-03,-1.294268e-01,1.295115e-01
850,4.312191,4.298348,-0.284833,3.611385e-03,3.681233e-03,-1.274169e-01,1.275212e-01
851,4.359768,4.314309,-0.874614,5.503896e-03,5.620283e-03,-1.261476e-01,1.263926e-01
852,4.384090,4.114654,-1.393494,6.887191e-03,6.705451e-03,-1.247037e-01,1.250736e-01
853,4.152007,4.350647,-2.051472,7.667628e-03,7.966992e-03,-1.233908e-01,1.238852e-01
854,3.946041,4.280594,-2.754962,6.526432e-03,7.489480e-03,-1.172363e-01,1.176565e-01
855,4.342857,4.330127,-1.360324,6.788185e-03,6.777205e-03,-1.245245e-01,1.248934e-01
856,0.452108,3.952689,-0.575268,7.023527e-04,4.777237e-03,-1.322747e-01,1.323628e-01
857,3.884067,4.330885,-1.712727,7.238142e-03,7.401936e-03,-1.246869e-01,1.251160e-01
858,2.789182,0.790765,-0.705904,4.809443e-03,2.504252e-04,-1.385456e-01,1.386293e-01
859,2.878114,4.344612,-0.125738,2.757438e-03,2.986194e-03,-1.303705e-01,1.304338e-01
860,4.298591,2.227916,-2.784925,7.659570e-03,3.730427e-03,-1.180616e-01,1.183687e-01
861,0.837856,3.296591,-0.633870,1.024519e-03,4.681886e-03,-1.350978e-01,1.351828e-01
862,3.030784,4.306647,-2.768964,4.949079e-03,7.647236e-03,-1.175378e-01,1.178902e-01
863,4.365081,3.348793,-2.808944,7.486116e-03,5.515967e-03,-1.170775e-01,1.174462e-01
864,4.184516,4.304642,-2.645855,7.312649e-03,7.896890e-03,-1.183796e-01,1.188679e-01
865,0.741298,0.697953,-2.319998,1.215375e-03,1.130331e-03,-1.266614e-01,1.266723e-01
866,0.609810,2.902913,-2.368008,9.962658e-04,5.784114e-03,-1.239693e-01,1.241081e-01
867,3.563869,4.318405,-2.809452,5.739503e-03,7.387475e-03,-1.168290e-01,1.172029e-01
868,4.397142,3.626243,-1.868109,7.873051e-03,7.121593e-03,-1.244294e-01,1.248815e-01
869,3.957604,0.621143,-2.477807,7.907916e-03,1.076792e-03,-1.217707e-01,1.220320e-01
870,4.400212,3.832588,-2.006452,7.996982e-03,7.328968e-03,-1.239442e-01,1.244179e-01
871,4.317069,2.941191,-0.149859,3.337463e-03,2.775464e-03,-1.307577e-01,1.308297e-01
872,4.363454,3.615705,-1.506063,7.267584e-03,6.630487e-03,-1.255989e-01,1.259836e-01
873,4.333691,4.326003,-1.140454,6.290809e-03,6.391883e-03,-1.253726e-01,1.256930e-01
874,4.169155,4.373577,-1.354383,6.639873e-03,6.826221e-03,-1.248247e-01,1.251874e-01
875,4.391091,3.939190,-1.370532,6.887570e-03,6.566854e-03,-1.250968e-01,1.254582e-01
876,0.881118,4.064414,-2.564214,1.420540e-03,7.833253e-03,-1.205457e-01,1.208083e-01
877,2.659758,4.258170,-0.252100,2.848054e-03,3.428908e-03,-1.308744e-01,1.309503e-01
878,4.276217,2.653737,-2.810011,7.441224e-03,4.421807e-03,-1.175071e-01,1.178255e-01
879,4.326892,4.356742,-2.458417,7.933983e-03,8.202209e-03,-1.201955e-01,1.207360e-01
880,0.795341,1.736714,-2.186816,1.340973e-03,3.362019e-03,-1.276076e-01,1.276590e-01
881,3.891156,4.369766,-1.950010,7.238907e-03,7.882689e-03,-1.237229e-01,1.241849e-01
882,4.320039,3.262562,-0.232021,3.549599e-03,3.122272e-03,-1.300669e-01,1.301528e-01
883,4.360431,4.361631,-2.050056,7.949689e-03,7.955694e-03,-1.231773e-01,1.236896e-01
884,3.891304,0.613777,-0.694943,5.999018e-03,8.478837e-04,-1.332091e-01,1.333468e-01
885,0.449444,3.883626,-2.214147,8.390113e-04,8.145188e-03,-1.239193e-01,1.241896e-01
886,3.988192,4.355446,-1.327842,6.361685e-03,6.774522e-03,-1.254319e-01,1.257757e-01
887,4.338921,4.323625,-2.829146,7.214101e-03,7.333940e-03,-1.166226e-01,1.170754e-01
888,4.029124,0.663515,-1.587576,8.450297e-03,1.037654e-03,-1.287604e-01,1.290416e-01
